Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sat Mar 2 2002,8:30p,Miami Heat,109,Dallas Mavericks,95,Box Score,,20140,
Sat Mar 2 2002,8:30p,Portland Trail Blazers,104,Milwaukee Bucks,103,Box Score,OT,18717,
Sat Mar 2 2002,9:00p,Houston Rockets,104,Phoenix Suns,97,Box Score,,15686,
Sat Mar 2 2002,9:00p,Minnesota Timberwolves,116,Utah Jazz,105,Box Score,,18641,
Sat Mar 2 2002,10:30p,Golden State Warriors,95,Los Angeles Clippers,109,Box Score,,18964,
Sun Mar 3 2002,12:30p,San Antonio Spurs,99,New York Knicks,83,Box Score,,19763,
Sun Mar 3 2002,12:30p,Philadelphia 76ers,96,Toronto Raptors,84,Box Score,,19800,
Sun Mar 3 2002,3:00p,Detroit Pistons,83,Charlotte Hornets,81,Box Score,,8632,
Sun Mar 3 2002,3:00p,Seattle SuperSonics,96,Memphis Grizzlies,71,Box Score,,14121,
Sun Mar 3 2002,3:00p,Chicago Bulls,84,New Jersey Nets,92,Box Score,,13676,
Sun Mar 3 2002,6:00p,Indiana Pacers,97,Sacramento Kings,86,Box Score,,17317,
Sun Mar 3 2002,6:00p,Orlando Magic,102,Washington Wizards,107,Box Score,OT,20674,
Sun Mar 3 2002,7:00p,Milwaukee Bucks,101,Cleveland Cavaliers,91,Box Score,,14031,
Sun Mar 3 2002,9:00p,Dallas Mavericks,116,Denver Nuggets,110,Box Score,OT,16851,
Sun Mar 3 2002,9:30p,Houston Rockets,79,Los Angeles Lakers,95,Box Score,,18997,
Mon Mar 4 2002,7:00p,Boston Celtics,100,Philadelphia 76ers,94,Box Score,,20430,
Mon Mar 4 2002,7:30p,Memphis Grizzlies,76,Atlanta Hawks,95,Box Score,,7714,
Mon Mar 4 2002,9:00p,Denver Nuggets,82,Utah Jazz,100,Box Score,,18381,
Mon Mar 4 2002,10:00p,Sacramento Kings,95,Portland Trail Blazers,107,Box Score,,19980,
Tue Mar 5 2002,7:00p,Atlanta Hawks,96,Cleveland Cavaliers,103,Box Score,,9915,
Tue Mar 5 2002,7:00p,Chicago Bulls,90,Washington Wizards,115,Box Score,,20674,
Tue Mar 5 2002,7:30p,Miami Heat,93,Detroit Pistons,91,Box Score,,16279,
Tue Mar 5 2002,7:30p,Milwaukee Bucks,89,New York Knicks,102,Box Score,,19763,
Tue Mar 5 2002,8:00p,Orlando Magic,98,Indiana Pacers,111,Box Score,,15697,
Tue Mar 5 2002,8:30p,Phoenix Suns,77,Dallas Mavericks,81,Box Score,,19745,
Tue Mar 5 2002,8:30p,Toronto Raptors,109,Houston Rockets,112,Box Score,,14221,
Tue Mar 5 2002,8:30p,Golden State Warriors,88,San Antonio Spurs,109,Box Score,,19322,
Tue Mar 5 2002,10:30p,New Jersey Nets,92,Los Angeles Lakers,101,Box Score,,18997,
Tue Mar 5 2002,10:30p,Minnesota Timberwolves,83,Seattle SuperSonics,97,Box Score,,17072,
Wed Mar 6 2002,7:00p,Orlando Magic,110,Boston Celtics,130,Box Score,,13399,
Wed Mar 6 2002,7:00p,Cleveland Cavaliers,76,Philadelphia 76ers,85,Box Score,,20359,
Wed Mar 6 2002,8:00p,Los Angeles Clippers,86,Milwaukee Bucks,92,Box Score,,16985,
Wed Mar 6 2002,8:00p,Los Angeles Lakers,84,Utah Jazz,92,Box Score,,19911,
Wed Mar 6 2002,8:30p,Miami Heat,92,Chicago Bulls,87,Box Score,,17054,
Wed Mar 6 2002,9:00p,New Jersey Nets,87,Phoenix Suns,89,Box Score,,16251,
Wed Mar 6 2002,10:00p,Minnesota Timberwolves,78,Portland Trail Blazers,85,Box Score,,19233,
Thu Mar 7 2002,7:00p,Detroit Pistons,95,Washington Wizards,92,Box Score,,20674,
Thu Mar 7 2002,8:00p,Indiana Pacers,111,Memphis Grizzlies,122,Box Score,,12234,
Thu Mar 7 2002,8:30p,Houston Rockets,97,San Antonio Spurs,99,Box Score,,17094,
Thu Mar 7 2002,9:00p,Toronto Raptors,103,Dallas Mavericks,122,Box Score,,19945,
Thu Mar 7 2002,9:00p,New York Knicks,93,Denver Nuggets,104,Box Score,,16307,
Thu Mar 7 2002,10:00p,Charlotte Hornets,89,Seattle SuperSonics,92,Box Score,OT,14990,
Fri Mar 8 2002,7:00p,Indiana Pacers,100,Philadelphia 76ers,109,Box Score,,20773,
Fri Mar 8 2002,7:30p,Detroit Pistons,92,Boston Celtics,117,Box Score,,17405,
Fri Mar 8 2002,7:30p,Toronto Raptors,83,Miami Heat,74,Box Score,,16500,
Fri Mar 8 2002,7:30p,Washington Wizards,96,Orlando Magic,99,Box Score,,17248,
Fri Mar 8 2002,8:30p,Los Angeles Clippers,94,Chicago Bulls,90,Box Score,,20359,
Fri Mar 8 2002,8:30p,Golden State Warriors,108,Houston Rockets,95,Box Score,,10222,
Fri Mar 8 2002,8:30p,Cleveland Cavaliers,115,Milwaukee Bucks,109,Box Score,OT,18717,
Fri Mar 8 2002,9:00p,Minnesota Timberwolves,76,Phoenix Suns,81,Box Score,,16914,
Fri Mar 8 2002,9:00p,New York Knicks,85,Utah Jazz,79,Box Score,,19619,
Fri Mar 8 2002,10:00p,New Jersey Nets,73,Portland Trail Blazers,82,Box Score,,20580,
Fri Mar 8 2002,10:00p,Charlotte Hornets,87,Sacramento Kings,99,Box Score,,17317,
Sat Mar 9 2002,7:00p,Philadelphia 76ers,112,Atlanta Hawks,91,Box Score,,19520,
Sat Mar 9 2002,8:00p,Miami Heat,93,Memphis Grizzlies,88,Box Score,,16226,
Sat Mar 9 2002,8:30p,San Antonio Spurs,100,Chicago Bulls,73,Box Score,,20489,
Sat Mar 9 2002,8:30p,Golden State Warriors,105,Dallas Mavericks,107,Box Score,,20170,
Sat Mar 9 2002,10:00p,Portland Trail Blazers,106,Denver Nuggets,109,Box Score,OT,17098,
Sat Mar 9 2002,10:00p,New Jersey Nets,90,Seattle SuperSonics,96,Box Score,,17072,
Sun Mar 10 2002,12:30p,Toronto Raptors,79,Orlando Magic,92,Box Score,,16171,
Sun Mar 10 2002,3:00p,Washington Wizards,91,Boston Celtics,98,Box Score,,18624,
Sun Mar 10 2002,3:00p,Los Angeles Clippers,95,Cleveland Cavaliers,78,Box Score,,12283,
Sun Mar 10 2002,3:00p,Indiana Pacers,89,Detroit Pistons,84,Box Score,,22076,
Sun Mar 10 2002,3:00p,Utah Jazz,92,Houston Rockets,95,Box Score,,12995,
Sun Mar 10 2002,3:00p,Sacramento Kings,98,Milwaukee Bucks,73,Box Score,,18178,
Sun Mar 10 2002,6:00p,New York Knicks,103,Los Angeles Lakers,117,Box Score,,18997,
Sun Mar 10 2002,9:00p,Charlotte Hornets,88,Phoenix Suns,82,Box Score,,15003,
Mon Mar 11 2002,7:00p,Boston Celtics,104,Washington Wizards,99,Box Score,,20674,
Mon Mar 11 2002,7:30p,Golden State Warriors,96,Atlanta Hawks,121,Box Score,,7535,
Mon Mar 11 2002,8:00p,Utah Jazz,78,Memphis Grizzlies,79,Box Score,,11838,
Mon Mar 11 2002,8:00p,Los Angeles Clippers,108,Minnesota Timberwolves,99,Box Score,,17992,
Mon Mar 11 2002,8:30p,Sacramento Kings,107,Chicago Bulls,103,Box Score,,19208,
Mon Mar 11 2002,8:30p,Seattle SuperSonics,108,Dallas Mavericks,119,Box Score,,20090,
Mon Mar 11 2002,9:00p,San Antonio Spurs,93,Denver Nuggets,78,Box Score,,13511,
Tue Mar 12 2002,7:00p,Golden State Warriors,101,Indiana Pacers,115,Box Score,,16047,
Tue Mar 12 2002,7:30p,Philadelphia 76ers,104,New York Knicks,96,Box Score,,19763,
Tue Mar 12 2002,8:00p,Phoenix Suns,78,Miami Heat,90,Box Score,,15358,
Tue Mar 12 2002,8:00p,Chicago Bulls,81,Milwaukee Bucks,110,Box Score,,18205,
Tue Mar 12 2002,8:00p,Toronto Raptors,84,New Jersey Nets,86,Box Score,,16105,
Tue Mar 12 2002,8:30p,Seattle SuperSonics,98,Houston Rockets,101,Box Score,,11191,
Tue Mar 12 2002,8:30p,Memphis Grizzlies,84,San Antonio Spurs,98,Box Score,,19519,
Tue Mar 12 2002,10:30p,Charlotte Hornets,66,Los Angeles Lakers,107,Box Score,,18997,
Wed Mar 13 2002,7:00p,New Jersey Nets,89,Boston Celtics,97,Box Score,,16143,
Wed Mar 13 2002,7:30p,Denver Nuggets,102,Atlanta Hawks,105,Box Score,,7577,
Wed Mar 13 2002,7:30p,Cleveland Cavaliers,84,Detroit Pistons,85,Box Score,,14124,
Wed Mar 13 2002,7:30p,Phoenix Suns,114,Orlando Magic,119,Box Score,OT,14771,
Wed Mar 13 2002,8:00p,Houston Rockets,96,Minnesota Timberwolves,95,Box Score,,18101,
Wed Mar 13 2002,8:00p,Sacramento Kings,92,Philadelphia 76ers,88,Box Score,,20804,
Wed Mar 13 2002,10:30p,Washington Wizards,75,Los Angeles Clippers,96,Box Score,,20282,
Thu Mar 14 2002,7:00p,Utah Jazz,82,Charlotte Hornets,100,Box Score,,7586,
Thu Mar 14 2002,7:30p,Sacramento Kings,96,New York Knicks,113,Box Score,,19763,
Thu Mar 14 2002,8:30p,Chicago Bulls,86,San Antonio Spurs,91,Box Score,,19592,
Thu Mar 14 2002,10:00p,Dallas Mavericks,106,Portland Trail Blazers,132,Box Score,,19980,
Thu Mar 14 2002,10:30p,Los Angeles Lakers,110,Golden State Warriors,102,Box Score,,20042,
Fri Mar 15 2002,7:30p,Phoenix Suns,89,Atlanta Hawks,104,Box Score,,13563,
Fri Mar 15 2002,7:30p,Miami Heat,78,New Jersey Nets,97,Box Score,,15435,
Fri Mar 15 2002,7:30p,Denver Nuggets,102,Orlando Magic,124,Box Score,,15174,
Fri Mar 15 2002,8:00p,Utah Jazz,100,Detroit Pistons,97,Box Score,,22076,
Fri Mar 15 2002,8:00p,Boston Celtics,103,Memphis Grizzlies,97,Box Score,,17129,
Fri Mar 15 2002,8:00p,Indiana Pacers,98,Minnesota Timberwolves,85,Box Score,,19143,
Fri Mar 15 2002,10:00p,Washington Wizards,103,Seattle SuperSonics,98,Box Score,,17072,
Fri Mar 15 2002,10:30p,Los Angeles Clippers,92,Los Angeles Lakers,98,Box Score,,18997,
Sat Mar 16 2002,7:30p,Phoenix Suns,76,Charlotte Hornets,87,Box Score,,10582,
Sat Mar 16 2002,7:30p,Denver Nuggets,76,Miami Heat,101,Box Score,,16500,
Sat Mar 16 2002,7:30p,Cleveland Cavaliers,95,New York Knicks,105,Box Score,,19763,
Sat Mar 16 2002,8:30p,Chicago Bulls,114,Houston Rockets,112,Box Score,2OT,12736,
Sat Mar 16 2002,8:30p,Detroit Pistons,102,Milwaukee Bucks,94,Box Score,,18717,
Sat Mar 16 2002,8:30p,Boston Celtics,104,San Antonio Spurs,111,Box Score,,34753,
Sat Mar 16 2002,10:00p,Washington Wizards,80,Portland Trail Blazers,95,Box Score,,20580,
Sat Mar 16 2002,10:30p,Dallas Mavericks,117,Golden State Warriors,100,Box Score,,16423,
Sat Mar 16 2002,10:30p,Seattle SuperSonics,95,Los Angeles Clippers,87,Box Score,,19425,
Sun Mar 17 2002,12:00p,Orlando Magic,105,Philadelphia 76ers,103,Box Score,,20899,
Sun Mar 17 2002,2:30p,Atlanta Hawks,68,Indiana Pacers,85,Box Score,,15701,
Sun Mar 17 2002,3:00p,New Jersey Nets,87,Memphis Grizzlies,76,Box Score,,15871,
Sun Mar 17 2002,3:00p,Sacramento Kings,116,Toronto Raptors,113,Box Score,,19800,
Sun Mar 17 2002,3:30p,Utah Jazz,96,Minnesota Timberwolves,89,Box Score,,18113,
Sun Mar 17 2002,7:00p,New York Knicks,99,Cleveland Cavaliers,104,Box Score,,14085,
Sun Mar 17 2002,9:30p,Dallas Mavericks,103,Los Angeles Lakers,105,Box Score,,18997,
Mon Mar 18 2002,7:00p,Portland Trail Blazers,100,Boston Celtics,91,Box Score,,16262,
Mon Mar 18 2002,7:00p,Milwaukee Bucks,110,Charlotte Hornets,113,Box Score,,7833,
Mon Mar 18 2002,9:00p,Detroit Pistons,98,Denver Nuggets,91,Box Score,,16305,
Mon Mar 18 2002,10:30p,Washington Wizards,99,Golden State Warriors,96,Box Score,,17613,
Mon Mar 18 2002,10:30p,Houston Rockets,86,Los Angeles Clippers,93,Box Score,,19208,
Tue Mar 19 2002,7:00p,New Jersey Nets,97,Cleveland Cavaliers,100,Box Score,,12330,
Tue Mar 19 2002,7:30p,Philadelphia 76ers,91,Miami Heat,79,Box Score,,16500,
Tue Mar 19 2002,8:00p,New York Knicks,101,Memphis Grizzlies,92,Box Score,,14784,
Tue Mar 19 2002,8:00p,Toronto Raptors,80,Minnesota Timberwolves,112,Box Score,,17010,
Tue Mar 19 2002,8:00p,Milwaukee Bucks,91,Orlando Magic,101,Box Score,,16512,
Tue Mar 19 2002,8:30p,Atlanta Hawks,102,Chicago Bulls,96,Box Score,,18558,
Tue Mar 19 2002,8:30p,Los Angeles Lakers,98,Dallas Mavericks,114,Box Score,,20112,
Tue Mar 19 2002,9:00p,Detroit Pistons,94,Utah Jazz,87,Box Score,,19559,
Tue Mar 19 2002,10:00p,Golden State Warriors,93,Seattle SuperSonics,110,Box Score,,13921,
Tue Mar 19 2002,10:30p,Houston Rockets,87,Sacramento Kings,110,Box Score,,17317,
Wed Mar 20 2002,7:00p,Cleveland Cavaliers,70,Boston Celtics,96,Box Score,,13433,
Wed Mar 20 2002,7:00p,Indiana Pacers,88,Charlotte Hornets,94,Box Score,,6684,
Wed Mar 20 2002,7:00p,Miami Heat,82,Philadelphia 76ers,77,Box Score,,20629,
Wed Mar 20 2002,7:30p,Portland Trail Blazers,82,New Jersey Nets,97,Box Score,,12785,
Wed Mar 20 2002,8:00p,Los Angeles Lakers,90,San Antonio Spurs,108,Box Score,,30775,
Wed Mar 20 2002,9:00p,Washington Wizards,107,Denver Nuggets,75,Box Score,,19162,
Thu Mar 21 2002,7:30p,New York Knicks,89,Atlanta Hawks,118,Box Score,,14604,
Thu Mar 21 2002,8:00p,Minnesota Timberwolves,95,Memphis Grizzlies,93,Box Score,,12314,
Thu Mar 21 2002,8:30p,San Antonio Spurs,105,Dallas Mavericks,102,Box Score,,20133,
Thu Mar 21 2002,9:00p,Detroit Pistons,95,Phoenix Suns,82,Box Score,,18299,
Thu Mar 21 2002,9:00p,Washington Wizards,79,Utah Jazz,94,Box Score,,19911,
Thu Mar 21 2002,10:00p,Denver Nuggets,82,Sacramento Kings,118,Box Score,,17317,
Thu Mar 21 2002,10:30p,Los Angeles Clippers,116,Golden State Warriors,96,Box Score,,13568,
Fri Mar 22 2002,7:30p,Philadelphia 76ers,96,Boston Celtics,91,Box Score,,18624,
Fri Mar 22 2002,7:30p,Toronto Raptors,94,Cleveland Cavaliers,80,Box Score,,17847,
Fri Mar 22 2002,7:30p,Indiana Pacers,104,Miami Heat,94,Box Score,,15853,
Fri Mar 22 2002,7:30p,Milwaukee Bucks,84,New Jersey Nets,108,Box Score,,20049,
Fri Mar 22 2002,7:30p,Charlotte Hornets,106,Orlando Magic,92,Box Score,,16497,
Fri Mar 22 2002,8:30p,Portland Trail Blazers,109,Chicago Bulls,93,Box Score,,20190,
Fri Mar 22 2002,10:00p,Houston Rockets,82,Seattle SuperSonics,112,Box Score,,17072,
Fri Mar 22 2002,10:30p,Detroit Pistons,82,Los Angeles Lakers,94,Box Score,,18997,
Sat Mar 23 2002,7:00p,Chicago Bulls,96,Atlanta Hawks,112,Box Score,,14761,
Sat Mar 23 2002,8:00p,Portland Trail Blazers,108,Minnesota Timberwolves,99,Box Score,,19497,
Sat Mar 23 2002,8:30p,Memphis Grizzlies,100,Dallas Mavericks,111,Box Score,,20184,
Sat Mar 23 2002,8:30p,Miami Heat,79,San Antonio Spurs,89,Box Score,,24336,
Sat Mar 23 2002,9:00p,Golden State Warriors,103,Utah Jazz,112,Box Score,,18713,
Sat Mar 23 2002,10:00p,Seattle SuperSonics,85,Denver Nuggets,88,Box Score,,17848,
Sat Mar 23 2002,10:30p,Phoenix Suns,97,Los Angeles Clippers,94,Box Score,,19455,
Sun Mar 24 2002,12:00p,Boston Celtics,101,Detroit Pistons,109,Box Score,,22076,
Sun Mar 24 2002,12:00p,Washington Wizards,91,Toronto Raptors,92,Box Score,,19800,
Sun Mar 24 2002,2:30p,Charlotte Hornets,99,Indiana Pacers,84,Box Score,,16808,
Sun Mar 24 2002,3:00p,Orlando Magic,85,Milwaukee Bucks,110,Box Score,,18717,
Sun Mar 24 2002,4:00p,New York Knicks,82,Philadelphia 76ers,90,Box Score,,20867,
Sun Mar 24 2002,6:00p,Atlanta Hawks,102,New Jersey Nets,116,Box Score,,15522,
Sun Mar 24 2002,6:30p,Los Angeles Lakers,97,Sacramento Kings,96,Box Score,,17317,
Sun Mar 24 2002,9:00p,Houston Rockets,116,Golden State Warriors,104,Box Score,,15039,
Mon Mar 25 2002,7:30p,Boston Celtics,87,Miami Heat,82,Box Score,,15328,
Mon Mar 25 2002,7:30p,Denver Nuggets,84,New York Knicks,83,Box Score,,19763,
Mon Mar 25 2002,9:00p,Cleveland Cavaliers,96,Phoenix Suns,102,Box Score,,18055,
Mon Mar 25 2002,10:00p,Memphis Grizzlies,103,Portland Trail Blazers,100,Box Score,,20441,
Mon Mar 25 2002,10:00p,Utah Jazz,92,Seattle SuperSonics,106,Box Score,,17072,
Mon Mar 25 2002,10:30p,San Antonio Spurs,91,Los Angeles Clippers,85,Box Score,,20128,
Tue Mar 26 2002,7:00p,Detroit Pistons,96,Indiana Pacers,77,Box Score,,16127,
Tue Mar 26 2002,7:00p,Denver Nuggets,87,Washington Wizards,103,Box Score,,20674,
Tue Mar 26 2002,7:30p,New Jersey Nets,77,Atlanta Hawks,103,Box Score,,10405,
Tue Mar 26 2002,7:30p,Chicago Bulls,82,Orlando Magic,96,Box Score,,15329,
Tue Mar 26 2002,8:00p,Dallas Mavericks,112,Milwaukee Bucks,106,Box Score,OT,18465,
Tue Mar 26 2002,8:00p,Golden State Warriors,115,Minnesota Timberwolves,106,Box Score,,17202,
Tue Mar 26 2002,9:00p,Houston Rockets,105,Utah Jazz,109,Box Score,,18554,
Tue Mar 26 2002,10:30p,Cleveland Cavaliers,116,Los Angeles Lakers,121,Box Score,,18997,
Tue Mar 26 2002,10:30p,Los Angeles Clippers,90,Sacramento Kings,107,Box Score,,17317,
Wed Mar 27 2002,7:00p,Golden State Warriors,99,Boston Celtics,102,Box Score,,14224,
Wed Mar 27 2002,7:00p,Orlando Magic,104,Charlotte Hornets,111,Box Score,,8111,
Wed Mar 27 2002,7:30p,New York Knicks,89,Detroit Pistons,82,Box Score,,18241,
Wed Mar 27 2002,8:00p,New Jersey Nets,88,Philadelphia 76ers,80,Box Score,,20715,
Wed Mar 27 2002,8:00p,Miami Heat,80,Toronto Raptors,81,Box Score,,19800,
Wed Mar 27 2002,9:00p,Los Angeles Lakers,106,Phoenix Suns,118,Box Score,,19023,
Wed Mar 27 2002,10:00p,Memphis Grizzlies,82,Seattle SuperSonics,96,Box Score,,13896,
Wed Mar 27 2002,10:30p,San Antonio Spurs,93,Portland Trail Blazers,98,Box Score,,19980,
Thu Mar 28 2002,7:30p,Toronto Raptors,85,Atlanta Hawks,83,Box Score,,12036,
Thu Mar 28 2002,8:00p,Denver Nuggets,88,Milwaukee Bucks,95,Box Score,,18717,
Thu Mar 28 2002,8:00p,Dallas Mavericks,111,Minnesota Timberwolves,113,Box Score,,19668,
Thu Mar 28 2002,8:30p,Philadelphia 76ers,99,Chicago Bulls,79,Box Score,,20148,
Thu Mar 28 2002,8:30p,Sacramento Kings,101,Houston Rockets,74,Box Score,,12515,
Thu Mar 28 2002,9:00p,Cleveland Cavaliers,91,Utah Jazz,112,Box Score,,18796,
Fri Mar 29 2002,7:00p,Milwaukee Bucks,98,Washington Wizards,107,Box Score,,20674,
Fri Mar 29 2002,7:30p,Dallas Mavericks,108,Boston Celtics,82,Box Score,,18624,
Fri Mar 29 2002,7:30p,Sacramento Kings,92,Charlotte Hornets,87,Box Score,,14092,
Fri Mar 29 2002,7:30p,Atlanta Hawks,80,Miami Heat,92,Box Score,,15423,
Fri Mar 29 2002,7:30p,Minnesota Timberwolves,98,New York Knicks,77,Box Score,,19763,
Fri Mar 29 2002,7:30p,Indiana Pacers,106,Orlando Magic,114,Box Score,,17248,
Fri Mar 29 2002,8:00p,Golden State Warriors,103,Detroit Pistons,110,Box Score,,22076,
Fri Mar 29 2002,9:00p,Los Angeles Clippers,96,Phoenix Suns,94,Box Score,,18508,
Fri Mar 29 2002,10:00p,San Antonio Spurs,76,Seattle SuperSonics,79,Box Score,,17072,
Fri Mar 29 2002,10:30p,Portland Trail Blazers,79,Los Angeles Lakers,91,Box Score,,18997,
Sat Mar 30 2002,1:00p,Philadelphia 76ers,92,New Jersey Nets,102,Box Score,,20049,
Sat Mar 30 2002,7:30p,Charlotte Hornets,93,Cleveland Cavaliers,85,Box Score,,14922,
Sat Mar 30 2002,8:00p,Golden State Warriors,99,Memphis Grizzlies,105,Box Score,,14411,
Sat Mar 30 2002,8:30p,Denver Nuggets,100,Chicago Bulls,84,Box Score,,20734,
Sat Mar 30 2002,8:30p,Phoenix Suns,90,Houston Rockets,88,Box Score,,13448,
Sat Mar 30 2002,10:00p,Seattle SuperSonics,92,Portland Trail Blazers,87,Box Score,,20390,
Sat Mar 30 2002,10:30p,Utah Jazz,105,Los Angeles Clippers,92,Box Score,,19513,
Sun Mar 31 2002,12:30p,Milwaukee Bucks,80,Boston Celtics,110,Box Score,,18624,
Sun Mar 31 2002,2:00p,Sacramento Kings,92,Atlanta Hawks,91,Box Score,,19841,
Sun Mar 31 2002,3:00p,Miami Heat,81,Indiana Pacers,100,Box Score,,15382,
Sun Mar 31 2002,3:00p,New York Knicks,90,Orlando Magic,97,Box Score,,15524,
Sun Mar 31 2002,3:00p,Dallas Mavericks,110,Washington Wizards,103,Box Score,,20674,
Sun Mar 31 2002,3:30p,New Jersey Nets,85,Minnesota Timberwolves,86,Box Score,,15221,
Sun Mar 31 2002,3:30p,Toronto Raptors,72,Philadelphia 76ers,70,Box Score,,20650,
Sun Mar 31 2002,5:30p,San Antonio Spurs,95,Los Angeles Lakers,96,Box Score,,18997,
Sun Mar 31 2002,8:00p,Denver Nuggets,82,Detroit Pistons,86,Box Score,,16658,
Tue Apr 2 2002,7:00p,Phoenix Suns,96,Cleveland Cavaliers,101,Box Score,,13688,
Tue Apr 2 2002,7:00p,Boston Celtics,105,Indiana Pacers,94,Box Score,,16890,
Tue Apr 2 2002,7:30p,Milwaukee Bucks,92,Atlanta Hawks,100,Box Score,,9149,
Tue Apr 2 2002,7:30p,Detroit Pistons,90,Miami Heat,87,Box Score,,15401,
Tue Apr 2 2002,8:00p,Sacramento Kings,107,Memphis Grizzlies,83,Box Score,,11835,
Tue Apr 2 2002,8:00p,Charlotte Hornets,85,New York Knicks,91,Box Score,,19763,
Tue Apr 2 2002,8:00p,Los Angeles Lakers,113,Washington Wizards,93,Box Score,,20674,
Tue Apr 2 2002,8:30p,Seattle SuperSonics,98,Houston Rockets,100,Box Score,,9932,
Tue Apr 2 2002,9:00p,Utah Jazz,90,Denver Nuggets,98,Box Score,,17042,
Tue Apr 2 2002,10:30p,Portland Trail Blazers,91,Golden State Warriors,107,Box Score,,13127,
Wed Apr 3 2002,7:00p,Miami Heat,90,Charlotte Hornets,97,Box Score,,9217,
Wed Apr 3 2002,7:00p,Phoenix Suns,83,Philadelphia 76ers,89,Box Score,OT,20652,
Wed Apr 3 2002,7:00p,Chicago Bulls,104,Toronto Raptors,117,Box Score,,19800,
Wed Apr 3 2002,7:30p,Sacramento Kings,107,Detroit Pistons,86,Box Score,,22076,
Wed Apr 3 2002,8:00p,Washington Wizards,90,Milwaukee Bucks,105,Box Score,,18717,
Wed Apr 3 2002,8:00p,Memphis Grizzlies,81,Minnesota Timberwolves,92,Box Score,,17183,
Wed Apr 3 2002,8:00p,Los Angeles Lakers,92,New Jersey Nets,94,Box Score,,20049,
Wed Apr 3 2002,8:30p,Seattle SuperSonics,88,San Antonio Spurs,90,Box Score,,19223,
Wed Apr 3 2002,9:00p,Los Angeles Clippers,87,Utah Jazz,99,Box Score,,18591,
Thu Apr 4 2002,7:30p,Indiana Pacers,94,Atlanta Hawks,95,Box Score,,10634,
Thu Apr 4 2002,7:30p,Cleveland Cavaliers,101,Orlando Magic,105,Box Score,,15017,
Thu Apr 4 2002,8:30p,San Antonio Spurs,102,Houston Rockets,78,Box Score,,12169,
Thu Apr 4 2002,9:00p,Los Angeles Clippers,90,Dallas Mavericks,115,Box Score,,20050,
Thu Apr 4 2002,9:00p,Minnesota Timberwolves,87,Denver Nuggets,88,Box Score,,15509,
Thu Apr 4 2002,10:00p,New York Knicks,80,Portland Trail Blazers,88,Box Score,,19633,
Fri Apr 5 2002,7:00p,Phoenix Suns,87,Indiana Pacers,97,Box Score,,16419,
Fri Apr 5 2002,7:00p,Detroit Pistons,92,Philadelphia 76ers,88,Box Score,,20754,
Fri Apr 5 2002,7:30p,Los Angeles Lakers,81,Boston Celtics,99,Box Score,,18624,
Fri Apr 5 2002,7:30p,Washington Wizards,91,Charlotte Hornets,97,Box Score,,15621,
Fri Apr 5 2002,7:30p,Milwaukee Bucks,97,Miami Heat,102,Box Score,,15623,
Fri Apr 5 2002,7:30p,Orlando Magic,85,New Jersey Nets,110,Box Score,,20049,
Fri Apr 5 2002,8:00p,Houston Rockets,81,Memphis Grizzlies,99,Box Score,,14188,
Fri Apr 5 2002,8:30p,Toronto Raptors,98,Chicago Bulls,96,Box Score,,19352,
Fri Apr 5 2002,9:00p,Sacramento Kings,117,Utah Jazz,109,Box Score,,19911,
Fri Apr 5 2002,10:00p,New York Knicks,86,Seattle SuperSonics,83,Box Score,,17072,
Fri Apr 5 2002,10:30p,Denver Nuggets,104,Golden State Warriors,108,Box Score,,14396,
Sat Apr 6 2002,5:30p,Dallas Mavericks,87,San Antonio Spurs,89,Box Score,,34739,
Sat Apr 6 2002,8:00p,Charlotte Hornets,93,Atlanta Hawks,86,Box Score,,15954,
Sat Apr 6 2002,8:00p,Chicago Bulls,101,Cleveland Cavaliers,120,Box Score,,20342,
Sat Apr 6 2002,8:00p,Phoenix Suns,104,Minnesota Timberwolves,108,Box Score,,18716,
Sat Apr 6 2002,8:00p,Memphis Grizzlies,85,Washington Wizards,88,Box Score,,20674,
Sat Apr 6 2002,10:00p,Golden State Warriors,86,Portland Trail Blazers,113,Box Score,,20019,
Sun Apr 7 2002,12:30p,Milwaukee Bucks,87,Philadelphia 76ers,89,Box Score,,20707,
Sun Apr 7 2002,5:30p,Los Angeles Lakers,96,Miami Heat,88,Box Score,,19600,
Sun Apr 7 2002,5:30p,Indiana Pacers,84,Toronto Raptors,94,Box Score,,19800,
Sun Apr 7 2002,6:00p,New York Knicks,82,Sacramento Kings,116,Box Score,,17317,
Sun Apr 7 2002,8:00p,Boston Celtics,102,New Jersey Nets,90,Box Score,,14952,
Sun Apr 7 2002,9:00p,Denver Nuggets,75,Los Angeles Clippers,97,Box Score,,18964,
Mon Apr 8 2002,7:30p,Atlanta Hawks,99,Detroit Pistons,105,Box Score,,17147,
Mon Apr 8 2002,7:30p,Houston Rockets,74,Orlando Magic,83,Box Score,,15426,
Mon Apr 8 2002,8:00p,Cleveland Cavaliers,111,Indiana Pacers,99,Box Score,,15673,
Mon Apr 8 2002,8:30p,Boston Celtics,100,Chicago Bulls,105,Box Score,,20312,
Mon Apr 8 2002,8:30p,Portland Trail Blazers,87,San Antonio Spurs,99,Box Score,,28278,
Mon Apr 8 2002,9:00p,Dallas Mavericks,105,Utah Jazz,96,Box Score,,19911,
