Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed May 10 2000,Phoenix Suns,96,Los Angeles Lakers,97,Box Score,,18997,
Wed May 10 2000,Indiana Pacers,97,Philadelphia 76ers,89,Box Score,,20823,
Thu May 11 2000,Portland Trail Blazers,103,Utah Jazz,84,Box Score,,19911,
Fri May 12 2000,Miami Heat,77,New York Knicks,76,Box Score,OT,19763,
Fri May 12 2000,Los Angeles Lakers,105,Phoenix Suns,99,Box Score,,19023,
Sat May 13 2000,Indiana Pacers,90,Philadelphia 76ers,92,Box Score,,20675,
Sun May 14 2000,Los Angeles Lakers,98,Phoenix Suns,117,Box Score,,19023,
Sun May 14 2000,Portland Trail Blazers,85,Utah Jazz,88,Box Score,,19627,
Sun May 14 2000,Miami Heat,83,New York Knicks,91,Box Score,,19763,
Mon May 15 2000,Philadelphia 76ers,107,Indiana Pacers,86,Box Score,,18345,
Tue May 16 2000,Phoenix Suns,65,Los Angeles Lakers,87,Box Score,,18997,
Tue May 16 2000,Utah Jazz,79,Portland Trail Blazers,81,Box Score,,20043,
Wed May 17 2000,New York Knicks,81,Miami Heat,87,Box Score,,20021,
Fri May 19 2000,Miami Heat,70,New York Knicks,72,Box Score,,19763,
Fri May 19 2000,Indiana Pacers,106,Philadelphia 76ers,90,Box Score,,20969,
Sat May 20 2000,Portland Trail Blazers,94,Los Angeles Lakers,109,Box Score,,18997,
Sun May 21 2000,New York Knicks,83,Miami Heat,82,Box Score,,20063,
Mon May 22 2000,Portland Trail Blazers,106,Los Angeles Lakers,77,Box Score,,18997,
Tue May 23 2000,New York Knicks,88,Indiana Pacers,102,Box Score,,18345,
Thu May 25 2000,New York Knicks,84,Indiana Pacers,88,Box Score,,18345,
Fri May 26 2000,Los Angeles Lakers,93,Portland Trail Blazers,91,Box Score,,20135,
Sat May 27 2000,Indiana Pacers,95,New York Knicks,98,Box Score,,19763,
Sun May 28 2000,Los Angeles Lakers,103,Portland Trail Blazers,91,Box Score,,20209,
Mon May 29 2000,Indiana Pacers,89,New York Knicks,91,Box Score,,19763,
Tue May 30 2000,Portland Trail Blazers,96,Los Angeles Lakers,88,Box Score,,18997,
Wed May 31 2000,New York Knicks,79,Indiana Pacers,88,Box Score,,18345,
Fri Jun 2 2000,Indiana Pacers,93,New York Knicks,80,Box Score,,19763,
Fri Jun 2 2000,Los Angeles Lakers,93,Portland Trail Blazers,103,Box Score,,20340,
Sun Jun 4 2000,Portland Trail Blazers,84,Los Angeles Lakers,89,Box Score,,18997,
Wed Jun 7 2000,Indiana Pacers,87,Los Angeles Lakers,104,Box Score,,18997,
Fri Jun 9 2000,Indiana Pacers,104,Los Angeles Lakers,111,Box Score,,18997,
Sun Jun 11 2000,Los Angeles Lakers,91,Indiana Pacers,100,Box Score,,18345,
Wed Jun 14 2000,Los Angeles Lakers,120,Indiana Pacers,118,Box Score,OT,18345,
Fri Jun 16 2000,Los Angeles Lakers,87,Indiana Pacers,120,Box Score,,18345,
Mon Jun 19 2000,Indiana Pacers,111,Los Angeles Lakers,116,Box Score,,18997,
